aaa	工
syi	术
syj	核电
syk	槁
syl	檀
sym	柿
syn	核
syo	〡
syp	述
syq	校外
syr	西方反华势力
sys	⒒
syt	枋
syu	榜
syv	榔
syw	校
syx	西方经济
syy	杭州
taa	长期
tab	筇
tac	 
tad	箕
tae	各区县
taf	笁
tag	筐
tah	逄
tai	长江
taj	长虹
tak	升
tal	筪
tam	簧
tan	长期以来
tao	彻底
tap	升官
taq	簪
tar	长期的
tas	穆斯林
tat	长征
tau	䇝
tav	乇
taw	筑
tax	升级
tay	长
tba	季节
tbb	竾
tbc	箃
tbd	自卫还击
tbe	 
tbf	季
tbg	秄
tbh	䄦
tbi	透光
tbj	透明
tbk	 
tbl	 
tbm	秀山
tbn	彵
tbo	季度
tbp	透
tbq	透镜
tbr	秀
tbs	各院校
tbt	䄧
tbu	秀美
tbv	䈨
tbw	季风
tbx	 
tby	笈
tca	径
tcb	笆
tcc	很难预料
tcd	私有
tce	筩
tcf	先驱者
tcg	笃
tch	 
tci	径流
tcj	 
tck	笞
tcl	 
tcm	 
tcn	㸭
tco	 
tcp	 
tcq	 
tcr	智能控制
tcs	很难想象
tct	私自
tcu	么
tcv	黎巴嫩
tcw	私人
tcx	微观经济
tcy	私
tda	甜
tdb	科研院所
tdc	智能
tdd	舌
tde	适用
tdf	䇢
tdg	牯
tdh	逢
tdi	夭
tdj	乔
tdk	智
tdl	短暂
tdm	岙
tdn	乱
tdo	适应
tdp	适
tdq	舐
tdr	很大的
tds	犄
tdt	敌
tdu	矢
tdv	筹建
tdw	雉
tdx	笼
tdy	㣕
tea	舡
teb	稃
tec	备受欢迎
ted	船厂
tee	稻
tef	航运
teg	租
teh	舻
tei	舟
tej	艃
tek	笳
tel	盘
tem	舰
ten	艉
teo	稻米
tep	舵
teq	利用外资
ter	务
tes	舸
tet	艇
teu	艟
tev	穏
tew	般
tex	舭
tey	航
tfa	垂
tfb	选出
tfc	丢
tfd	壬
tfe	歃
tff	竺
tfg	牡
tfh	秆
tfi	选举
tfj	午
tfk	千
tfl	德
tfm	牡丹
tfn	毛
tfo	待业
tfp	廷
tfq	先
tfr	选择
tfs	造林
tft	箸
tfu	乖
tfv	选好
tfw	自动化
tfx	笺
tfy	造就
tga	笄
tgb	得到了
tgc	行驶
tgd	生
tge	箐
tgf	竽
tgg	彺
tgh	征
tgi	生活
tgj	重
tgk	牛
tgl	熏
tgm	策
tgn	管理局
tgo	徕
tgp	重视
tgq	第一名
tgr	第一批
tgs	行
tgt	＾
tgu	秤
tgv	秉
tgw	生命
tgx	重组
tgy	行为
tha	算
thb	牌子
thc	彼
thd	自
the	自办
thf	怎
thg	片
thh	徙
thi	处
thj	昝
thk	咎
thl	鼻
thm	自由
thn	息
tho	片断
thp	延
thq	自然
thr	臭氧
ths	臬
tht	竹
thu	自立
thv	自如
thw	犋
thx	延续
thy	自主
tia	自治区
tib	科学院
tic	微波通讯
tid	科学研究
tie	稍
tif	自觉地
tig	簿
tih	生活上
tii	生活水平
tij	每小时
tik	特派员
til	科学界
tim	徜
tin	科学性
tio	科学精神
tip	科学家
tiq	秒钟
tir	箔
tis	选举权
tit	秒
tiu	尓
tiv	稍好
tiw	稍候
tix	生活费
tiy	生活方式
tja	复苏
tjb	得出
tjc	千里马
tjd	复原
tje	利用
tjf	香
tjg	得
tjh	利
tji	香港
tjj	复归
tjk	香味
tjl	得罪
tjm	香山
tjn	得以
tjo	香烟
tjp	复审
tjq	复印
tjr	复制
tjs	梨
tjt	复
tju	䖝
tjv	复杂
tjw	复合
tjx	复线
tjy	利率
tka	各项
tkb	种子
tkc	䇼
tkd	各有
tke	各县
tkf	各
tkg	和
tkh	种
tki	各省
tkj	特别是
tkk	稆
tkl	各国
tkm	禹
tkn	各异
tko	程序
tkp	积案
tkq	和解
tkr	程控
tks	积极
tkt	各种
tku	各部
tkv	和好
tkw	积
tkx	各级
tky	各方
tla	粤东
tlb	积累了
tlc	犤
tld	血
tle	备用
tlf	备
tlg	牭
tlh	备战
tli	血液
tlj	笚
tlk	徊
tll	我国国情
tlm	血肉
tln	惫
tlo	粤
tlp	我国社会主义
tlq	箩
tlr	囟
tls	血本
tlt	血管
tlu	衅
tlv	各界群众
tlw	稷
tlx	我国经济
tly	特困户
tma	向东
tmb	身子
tmc	微观
tmd	身
tme	身边
tmf	笛
tmg	微
tmh	币
tmi	微波
tmj	屲
tmk	向
tml	微软
tmm	向内
tmn	身心
tmo	奥
tmp	身穿
tmq	秽
tmr	身后
tms	微机
tmt	微笑
tmu	筫
tmv	奥妙
tmw	身体
tmx	射线
tmy	㸽
tna	各司其职
tnb	乞
tnc	乐观
tnd	愁眉不展
tne	向心力
tnf	乐趣
tng	笥
tnh	徦
tni	乐
tnj	刉
tnk	乐器
tnl	乐团
tnm	乐曲
tnn	筷
tno	得心应手
tnp	迄
tnq	秘鲁
tnr	自己的
tns	身居要职
tnt	秘
tnu	乐意
tnv	称心如意
tnw	迄今
tnx	乱收费
tny	各民族
toa	穬
tob	䎹
toc	释
tod	程度不同
toe	翻腾
tof	秩序井然
tog	秋天
toh	 
toi	釆
toj	番禺
tok	程序员
tol	翻
tom	釉
ton	愁
too	秋粮
top	翻案
toq	彻底解决
tor	翻看
tos	醔
tot	秋季
tou	夈
tov	篓
tow	秋风
tox	释疑
toy	秋
tpa	知之甚少
tpb	管子
tpc	 
tpd	行之有效
tpe	管用
tpf	稳定增长
tpg	稼
tph	管
tpi	航空港
tpj	很容易
tpk	乏味
tpl	管辖
tpm	 
tpn	稳定性
tpo	延安精神
tpp	管家
tpq	箢
tpr	管制
tps	管材
tpt	长安街
tpu	乏
tpv	管好
tpw	箜
tpx	管线
tpy	称之为
tqa	自然世界
tqb	衡阳
tqc	适销对路
tqd	衡
tqe	物力
tqf	移动
tqg	衔
tqh	稳步
tqi	称
tqj	徇
tqk	笱
tql	自然界
tqm	衡山
tqn	移民
tqo	知名度
tqp	稳定
tqq	移
tqr	物
tqs	移植
tqt	黎
tqu	物资
tqv	稳
tqw	物价
tqx	自然经济
tqy	称为
tra	箍
trb	科技队伍
trc	箨
trd	稀
tre	科技服务
trf	循
trg	徨
trh	御
tri	穆
trj	科技日报
trk	筘
trl	我国
trm	长白山
trn	臭氧层
tro	秩序
trp	我军
trq	篼
trr	科技投入
trs	我想
trt	稗
tru	科技部
trv	 
trw	秩
trx	我
try	徼
tsa	奥林匹克
tsb	箱子
tsc	积极参与
tsd	重要原因
tse	重要力量
tsf	䇴
tsg	牺
tsh	箱
tsi	重要渠道
tsj	簟
tsk	牱
tsl	重要因素
tsm	重要内容
tsn	积极性
tso	种植业
tsp	积极宣传
tsq	盘根错节
tsr	重要的
tss	篥
tst	牺牲
tsu	条
tsv	 
tsw	条件
tsx	条约
tsy	秫
tta	生物工程
ttb	生物防治
ttc	行得通
ttd	笑
tte	怎么办
ttf	笔
ttg	牲
tth	筵
tti	生物学
ttj	稪
ttk	乘务员
ttl	篦
ttm	䉛
ttn	秭
tto	各行业
ttp	笑容
ttq	笔触
ttr	生物技术
tts	怎么样
ttt	禾
ttu	自筹资金
ttv	重复建设
ttw	筹委会
ttx	龝
tty	牧
tua	生产基地
tub	简陋
tuc	生产能力
tud	科研
tue	箭
tuf	笠
tug	徉
tuh	科目
tui	科学
tuj	简
tuk	税
tul	箪
tum	徶
tun	税收
tuo	身兼数职
tup	乘客
tuq	税金
tur	乊
tus	简要
tut	科委
tuu	冬
tuv	生产建设
tuw	简化
tux	乘
tuy	简讯
tva	很苦
tvb	 
tvc	很难
tvd	很大
tve	很
tvf	委
tvg	律
tvh	覣
tvi	箫
tvj	律师
tvk	笤
tvl	很轻
tvm	 
tvn	很快
tvo	簘
tvp	逶
tvq	很多
tvr	魏
tvs	 
tvt	笋
tvu	很冷
tvv	很好
tvw	很低
tvx	很强
tvy	很高
twa	筏
twb	秃
twc	役
twd	颓
twe	生命力
twf	符
twg	徐
twh	筱
twi	黏
twj	长途电话
twk	符号
twl	签署
twm	生命财产
twn	篌
two	我们应该
twp	答案
twq	签名
twr	我们的
tws	我们要
twt	答复
twu	秂
twv	凢
tww	符合
twx	签约
twy	稚
txa	繁荣
txb	每隔
txc	 
txd	第三
txe	胤
txf	第二
txg	篆
txh	第
txi	系
txj	每日
txk	片纸只字
txl	第四
txm	每周
txn	牝
txo	系数
txp	每家
txq	繁多
txr	系统的
txs	等级森严
txt	繁
txu	每
txv	第九
txw	每个
txx	筚
txy	牳
tya	入世
tyb	签订了
tyc	种族骚乱
tyd	各方面
tye	入股
tyf	䇾
tyg	往
tyh	往上
tyi	入
tyj	往日
tyk	稿
tyl	知识界
tym	篇幅
tyn	篇
tyo	籴
typ	知识密集
tyq	往外
tyr	篱
tys	笔记本
tyt	彷
tyu	知识产权
tyv	稂
tyw	知识分子
tyx	知识经济
tyy	入市
uaa	新工艺
uab	总医院
uac	并能
uad	疘
uae	并且
uaf	疳
uag	瓶
uah	并非
uai	冻
uaj	并
uak	阈
ual	并转
uam	癀
uan	并以
uao	总营业额
uap	迸
uaq	艵
uar	并提
uas	并要
uat	并行
uau	亲切问候
uav	剏
uaw	瘩
uax	新世纪
uay	䇅
uba	普及工作
ubb	 
ubc	 
ubd	闻
ube	疓
ubf	逆境
ubg	普及型
ubh	竞聘上岗
ubi	疗法
ubj	兯
ubk	疗
ubl	逆转
ubm	㽾
ubn	塑性
ubo	塑料
ubp	美联社
ubq	瘾
ubr	 
ubs	痾
ubt	塑
ubu	凝聚着
ubv	部队建设
ubw	新阶段
ubx	 
uby	疗效
uca	痉
ucb	新台阶
ucc	瘮
ucd	普通百姓
uce	痛
ucf	并通过
ucg	冯
uch	 
uci	新能源
ucj	 
uck	冶
ucl	 
ucm	 
ucn	痛心
uco	冶炼
ucp	 
ucq	痛饮
ucr	痛失
ucs	痛楚
uct	新台币
ucu	瘫痪
ucv	疤
ucw	瘫
ucx	 
ucy	瘙
uda	关节
udb	卷
udc	闳
udd	闫
ude	疬
udf	兰
udg	减
udh	眷
udi	头
udj	阉
udk	头号
udl	减轻
udm	头骨
udn	疣
udo	卷烟
udp	送
udq	鲞
udr	拳
uds	桊
udt	关系
udu	关
udv	券
udw	凑
udx	辫
udy	状
uea	前期
ueb	前卫
uec	前台
ued	閰
uee	毅力
uef	新加坡
ueg	疽
ueh	瘦
uei	前沿
uej	前
uek	瘸
uel	剪辑
uem	瘦肉
uen	前导
ueo	剪断
uep	遂
ueq	阋
uer	前提
ues	 
uet	前往
ueu	豙
uev	亲朋好友
uew	毅
uex	前线
uey	前方
ufa	闭幕
ufb	总支出
ufc	阖
ufd	㽵
ufe	尊老爱幼
uff	闺
ufg	壮
ufh	癫
ufi	疛
ufj	辛
ufk	斗
ufl	装置
ufm	装帧
ufn	闱
ufo	养料
ufp	闭塞
ufq	羌
ufr	前进的
ufs	装配
uft	闭
ufu	癫痫
ufv	闺女
ufw	养
ufx	总教练
ufy	装
uga	差
ugb	羞耻
ugc	羟
ugd	闰
uge	靖
ugf	
ugg	病毒
ugh	症
ugi	美洲
ugj	羊
ugk	半
ugl	盖
ugm	病
ugn	羞
ugo	羹
ugp	美容
ugq	冽
ugr	叛
ugs	美术
ugt	羲
ugu	善
ugv	姜
ugw	羚
ugx	冱
ugy	癍
uha	疲劳
uhb	半辈子
uhc	疲
uhd	㾇
uhe	 
uhf	冰上运动
uhg	着眼于
uhh	癯
uhi	 
uhj	并非是
uhk	丫
uhl	疲软
uhm	站岗
uhn	前瞻性
uho	 
uhp	 
uhq	差点儿
uhr	前些年
uhs	总目标
uht	站长
uhu	站立
uhv	并非如此
uhw	疲倦
uhx	疵
uhy	冷眼旁观
uia	资源共享
uib	减少了
uic	 
uid	并没有
uie	痟
uif	冰雪
uig	新水平
uih	 
uii	閖
uij	 
uik	冰川
uil	美洲国家
uim	冰山
uin	冰层
uio	冰糖
uip	立党之本
uiq	奖学金
uir	阔气
uis	立法机关
uit	阔
uiu	新兴产业
uiv	 
uiw	瘠
uix	 
uiy	冰
uja	新时期
ujb	间隔
ujc	 
ujd	间
uje	竭力
ujf	音
ujg	疸
ujh	音频
uji	闽
ujj	阊
ujk	音响
ujl	瘟
ujm	意见
ujn	意
ujo	间断
ujp	病虫害
ujq	竟
ujr	间接
ujs	赣榆
ujt	音乐
uju	童装
ujv	韶
ujw	音像
ujx	戠
ujy	意识
uka	问世
ukb	部
ukc	总参
ukd	问
uke	况且
ukf	咅
ukg	瓿
ukh	冲
uki	冲洗
ukj	剖
ukk	癌
ukl	部署
ukm	总则
ukn	总
uko	总数
ukp	冲突
ukq	况
ukr	产品质量
uks	竞相
ukt	部长
uku	部门
ukv	问好
ukw	部分
ukx	总统
uky	总计
ula	单项
ulb	郸
ulc	 
uld	痼
ule	单用
ulf	单元
ulg	兽
ulh	 
uli	瘝
ulj	单
ulk	闸
ull	美国国会
ulm	 
uln	冁
ulo	美国康柏电脑公司
ulp	单字
ulq	单独
ulr	单据
uls	阃
ult	单向
ulu	美国总统
ulv	瘻
ulw	单位
ulx	瘰
uly	单词
uma	痶
umb	 
umc	 
umd	端
ume	半山腰
umf	凋
umg	端正
umh	端点
umi	弊
umj	 
umk	疝
uml	 
umm	瘿
umn	并网发电
umo	端庄
ump	 
umq	 
umr	 
ums	 
umt	意见和建议
umu	弊端
umv	 
umw	端倪
umx	 
umy	端详
una	癜
unb	阚
unc	闷骚
und	决不
une	决胜
unf	问心无愧
ung	翊
unh	瘕
uni	闷
unj	 
unk	癖
unl	关心国家大事
unm	 
unn	䇃
uno	决断
unp	决定
unq	闲情逸致
unr	疡
uns	 
unt	决策
unu	新情况
unv	㽶
unw	决
unx	痆
uny	决议
uoa	产业革命
uob	普及
uoc	普通
uod	卷烟厂
uoe	判断力
uof	北煤南运
uog	普
uoh	 
uoi	焛
uoj	资料显示
uok	 
uol	产业界
uom	 
uon	 
uoo	痰
uop	意料之中
uoq	 
uor	首席执行官
uos	普查
uot	 
uou	产业部门
uov	瘘
uow	产业化
uox	产业结构
uoy	普遍
upa	 
upb	奠定了
upc	 
upd	竤
upe	并案办理
upf	亲密无间
upg	 
uph	痯
upi	竞赛活动
upj	凕
upk	半空中
upl	决定因素
upm	 
upn	兼容性
upo	养家糊口
upp	盗窃案
upq	盗窃犯
upr	冷空气
ups	兼容机
upt	音容笑貌
upu	问寒问暖
upv	 
upw	新社会
upx	遵守纪律
upy	 
uqa	阍
uqb	冲锋陷阵
uqc	竞争对手
uqd	奖
uqe	阎
uqf	将
uqg	癣
uqh	竞争上岗
uqi	浆
uqj	阄
uqk	奖品
uql	奖罚
uqm	痪
uqn	疱
uqo	资料
uqp	将军
uqq	资金
uqr	(
uqs	酱
uqt	§
uqu	资产
uqv	净
uqw	资
uqx	 
uqy	瘤
ura	新的贡献
urb	 
urc	㽹
urd	新的历史时期
ure	拳打脚踢
urf	前所未有
urg	前提下
urh	㾷
uri	新的水平
urj	新的里程碑
urk	䦐
url	 
urm	痸
urn	逆反心理
uro	 
urp	 
urq	新气象
urr	总指挥
urs	新技术
urt	辩护律师
uru	总投资
urv	新年好
urw	总揽全局
urx	 
ury	新的高度
usa	新区
usb	阐述了
usc	站柜台
usd	閪
use	新办
usf	瘭
usg	尊
ush	㓅
usi	闲
usj	亲临
usk	疔
usl	闲置
usm	尊崇
usn	亲属
uso	新材料
usp	遵守
usq	鹇
usr	新
uss	新村
ust	亲自
usu	亲
usv	新建
usw	凇
usx	新疆
usy	资本主义
uta	准备工作
utb	产生了
utc	产能
utd	疾
ute	产
utf	冼
utg	道理
uth	首
uti	新生活
utj	痢
utk	阁
utl	首轮
utm	立竿见影
utn	疙
uto	产业
utp	首家
utq	颜色
utr	首批
uts	产权
utt	产生
utu	疼
utv	痿
utw	产值
utx	部长级
uty	新知识
uua	立项
uub	阙
uuc	普普通通
uud	閚
uue	新闻办公室
uuf	立场
uug	痒
uuh	 
uui	立法
uuj	瘴
uuk	阅
uul	阐
uum	 
uun	新闻发布会
uuo	新闻广播
uup	立案
uuq	资产负债率
uur	新闻报道
uus	痫
uut	阐释
uuu	立
uuv	立即
uuw	立体
uux	前总统
uuy	阅读
uva	兼营
uvb	兼职
uvc	 
uvd	兼顾
uve	痕
uvf	妾
uvg	妆
uvh	 
uvi	䇐
uvj	 
uvk	㾒
uvl	 
uvm	 
uvn	歉收
uvo	歉
uvp	兼容
uvq	 
uvr	美好的
uvs	 
uvt	兼备
uvu	兼并
uvv	 
uvw	兼任
uvx	 
uvy	痕迹
uwa	阀
uwb	疮
uwc	疫
uwd	准确
uwe	疹
uwf	瘵
uwg	痊
uwh	冷战
uwi	闪
uwj	疥
uwk	总人口
uwl	益
uwm	准则
uwn	竌
uwo	闪烁
uwp	新华社
uwq	疯狂
uwr	疯
uws	部颁标准
uwt	准备
uwu	冷冻
uwv	竕
uww	痤
uwx	总供给
uwy	冷
uxa	北欧
uxb	邶
uxc	新经验
uxd	北大
uxe	背
uxf	递增
uxg	总经理
uxh	弟
uxi	北海
uxj	背景
uxk	冀中
uxl	冀
uxm	北山
uxn	北
uxo	闯红灯
uxp	遵纪守法
uxq	背负
uxr	背后
uxs	北极
uxt	凝
uxu	北部
uxv	疕
uxw	北风
uxx	兹
uxy	北京
uya	决议草案
uyb	门卫
uyc	㓍
uyd	訚
uye	閍
uyf	北京地区
uyg	冫
uyh	门
uyi	闵
uyj	咨询电话
uyk	凉
uyl	凛
uym	闹
uyn	阂
uyo	立方米
uyp	门窗
uyq	门外
uyr	善良的
uys	ā
uyt	丷
uyu	普遍关注
uyv	阆
uyw	瘁
uyx	痃
uyy	北京市
vaa	嫟
vab	媶
vac	 
vad	娀
vae	 
vaf	媒
vag	妅
vah	姬
vai	 
vaj	嫫
vak	嫤
val	媌
vam	媾
van	姖
vao	 
vap	如期实现
vaq	群芳争妍
var	妪
vas	 
vat	娆
vau	建功立业
vav	杂七杂八
vaw	媒体
vax	 
vay	㚤
vba	 
vbb	女孩子
vbc	好戏
vbd	好在
vbe	好办
vbf	㜽
vbg	好
vbh	邚
vbi	好学
vbj	 
vbk	好吃
vbl	好转
vbm	 
vbn	她
vbo	奶粉
vbp	好客
vbq	好多
vbr	好的
vbs	婀
vbt	奶
vbu	女子单打
vbv	奶奶
vbw	她们
vbx	好比
vby	好评
vca	既
vcb	即
vcc	驽
vcd	既有
vce	努
vcf	 
vcg	妈
vch	 
vci	即兴
vcj	既是
vck	始
vcl	好戏连台
vcm	帑
vcn	怒
vco	即席
vcp	既定
vcq	既然
vcr	怒气
vcs	即可
vct	奴役
vcu	厹
vcv	妈妈
vcw	即使
vcx	弩
vcy	奴
vda	媠
vdb	 
vdc	妭
vdd	 
vde	姑且
vdf	娠
vdg	姑
vdh	妚
vdi	九三学社
vdj	㛪
vdk	 
vdl	 
vdm	媆
vdn	如愿以偿
vdo	刀耕火种
vdp	好不容易
vdq	忍辱负重
vdr	建成投产
vds	妙不可言
vdt	姑息
vdu	㚑
vdv	姑娘
vdw	忍不住
vdx	 
vdy	 
vea	垦区
veb	退出
vec	 
ved	努力奋斗
vee	嫍
vef	垦
veg	姐
veh	嫂
vei	艮
vej	 
vek	退路
vel	退回
vem	退赔
ven	恳
veo	 
vep	退
veq	退色
ver	努力提高
ves	退票
vet	退税
veu	忍受着
vev	姐妹
vew	退休
vex	退缩
vey	努力方向
vfa	九十七
vfb	妹子
vfc	妓
vfd	九十三
vfe	寻觅
vff	娃
vfg	寻求
vfh	奸
vfi	妹
vfj	卆
vfk	嬉
vfl	九十四
vfm	婻
vfn	娡
vfo	 
vfp	杂志社
vfq	妩
vfr	寻找
vfs	孀
vft	姥
vfu	寻
vfv	娃娃
vfw	九十八
vfx	如雷贯耳
vfy	寻访
vga	妍
vgb	召开了
vgc	 
vgd	建成
vge	婊
vgf	建起
vgg	建平
vgh	嫣
vgi	嫩江
vgj	建昌
vgk	聿
vgl	建国
vgm	建账
vgn	 
vgo	娅
vgp	建
vgq	好事多磨
vgr	召开的
vgs	建材
vgt	建筑
vgu	建立
vgv	婕
vgw	好一个
vgx	姨
vgy	建设
vha	婋
vhb	 
vhc	 
vhd	如此而已
vhe	 
vhf	 
vhg	婌
vhh	㜹
vhi	如虎添翼
vhj	婥
vhk	肀
vhl	 
vhm	媜
vhn	㚶
vho	 
vhp	 
vhq	娊
vhr	如上所述
vhs	 
vht	如此等等
vhu	 
vhv	姹紫嫣红
vhw	如此众多的
vhx	 
vhy	如此说来
via	剥落
vib	录取
vic	 
vid	剥夺
vie	录用
vif	 
vig	姯
vih	剥皮
vii	隶
vij	肃
vik	女演员
vil	盝
vim	 
vin	灵活性
vio	如法炮制
vip	逮
viq	灵活多样
vir	逮捕
vis	灵活机动
vit	妙
viu	录
viv	媣
viw	录像
vix	灵活经营
viy	剥离
vja	 
vjb	好日子
vjc	 
vjd	旭
vje	 
vjf	旮
vjg	妲
vjh	妽
vji	如果没有
vjj	娼
vjk	录影唱片
vjl	媪
vjm	媀
vjn	 
vjo	 
vjp	 
vjq	㛫
vjr	 
vjs	巢
vjt	 
vju	 
vjv	嫉贤妒能
vjw	 
vjx	婫
vjy	如果说
vka	如期
vkb	邵
vkc	邕
vkd	如愿
vke	娟
vkf	召
vkg	如
vkh	如此
vki	如常
vkj	如果
vkk	召唤
vkl	召回
vkm	娲
vkn	恕
vko	如数
vkp	迢
vkq	欩
vkr	挐
vks	寻呼机
vkt	娱乐
vku	如意
vkv	 
vkw	如何
vkx	絮
vky	絮语
vla	巡回医疗
vlb	䣎
vlc	 
vld	姻
vle	娚
vlf	甾
vlg	㚼
vlh	嬽
vli	巡回演出
vlj	㓯
vlk	 
vll	 
vlm	㜥
vln	建国以来
vlo	 
vlp	㜕
vlq	㜛
vlr	邋
vls	 
vlt	 
vlu	 
vlv	㜢
vlw	鶅
vlx	嫘
vly	 
vma	婰
vmb	 
vmc	 
vmd	姎
vme	 
vmf	女同志
vmg	妯
vmh	奾
vmi	女同学
vmj	㞪
vmk	 
vml	 
vmm	姗
vmn	 
vmo	刀山火海
vmp	 
vmq	 
vmr	 
vms	 
vmt	 
vmu	 
vmv	灵丹妙药
vmw	妠
vmx	 
vmy	㛝
vna	㜊
vnb	㐇
vnc	 
vnd	好收成
vne	 
vnf	退居二线
vng	娜
vnh	婿
vni	孎
vnj	 
vnk	刀口
vnl	 
vnm	 
vnn	妃
vno	 
vnp	 
vnq	 
vnr	群情振奋
vns	刀枪
vnt	刀
vnu	㣽
vnv	刀刃
vnw	九届全国人大
vnx	妮
vny	姒
voa	灵巧
vob	 
voc	灵通
vod	灵感
voe	 
vof	灵魂
vog	 
voh	 
voi	灵活
voj	粛
vok	怒火中烧
vol	 
vom	灵山
von	㜙
voo	婒
vop	灵宝
voq	嫾
vor	妖魔鬼怪
vos	嬷
vot	㚧
vou	灵
vov	如火如荼
vow	灵便
vox	彞
voy	 
vpa	巡警
vpb	 
vpc	 
vpd	 
vpe	辺
vpf	婃
vpg	嫁
vph	婠
vpi	九寨沟
vpj	婶
vpk	 
vpl	巡回
vpm	帚
vpn	巡展
vpo	㛮
vpp	巡视
vpq	婉
vpr	嫔
vps	巡查
vpt	姹
vpu	嫁妆
vpv	巡
vpw	嫆
vpx	嫁给
vpy	巡诊
vqa	婚
vqb	媰
vqc	 
vqd	姽
vqe	 
vqf	肃然起敬
vqg	婚事
vqh	 
vqi	姚
vqj	姰
vqk	娩
vql	 
vqm	媍
vqn	㚿
vqo	婅
vqp	婚礼
vqq	姼
vqr	婚后
vqs	 
vqt	如鱼得水
vqu	夛
vqv	婚姻
vqw	如饥似渴
vqx	 
vqy	鸠
vra	 
vrb	 
vrc	㛂
vrd	㛓
vre	 
vrf	 
vrg	忍气吞声
vrh	妡
vri	姝
vrj	 
vrk	 
vrl	妙手回春
vrm	婂
vrn	 
vro	 
vrp	 
vrq	媿
vrr	㜱
vrs	 
vrt	婢
vru	怒气冲冲
vrv	 
vrw	妷
vrx	㜰
vry	好的方向
vsa	杂草
vsb	好极了
vsc	 
vsd	 
vse	 
vsf	嫖
vsg	㛉
vsh	奵
vsi	 
vsj	㜁
vsk	妸
vsl	 
vsm	 
vsn	 
vso	杂粮
vsp	如梦初醒
vsq	好样儿的
vsr	杂技
vss	㛦
vst	杂物
vsu	杂
vsv	如醉如痴
vsw	杂货
vsx	杂费
vsy	杂交
vta	群落
vtb	君子
vtc	 
vtd	娇
vte	尹
vtf	妊
vtg	姓
vth	媳
vti	九江
vtj	建筑师
vtk	群
vtl	媲
vtm	群山
vtn	九
vto	建筑业
vtp	姂
vtq	姓名
vtr	娥
vts	建筑材料
vtt	建筑物
vtu	媲美
vtv	媳妇
vtw	群众
vtx	建筑结构
vty	姀
vua	姘
vub	建立了
vuc	 
vud	录音磁带
vue	媊
vuf	㛙
vug	即将到来
vuh	 
vui	 
vuj	嫜
vuk	娧
vul	婵
vum	 
vun	 
vuo	 
vup	忍痛割爱
vuq	 
vur	如前所述
vus	娴
vut	嫉
vuu	好新闻
vuv	嫌
vuw	建立健全
vux	娣
vuy	娴熟
vva	女工
vvb	女子
vvc	 
vvd	女友
vve	 
vvf	㚣
vvg	妇
vvh	嬧
vvi	婚姻法
vvj	 
vvk	妱
vvl	 
vvm	女婴
vvn	女性
vvo	 
vvp	女神
vvq	女儿
vvr	女排
vvs	 
vvt	女篮
vvu	女单
vvv	女
vvw	女人
vvx	妇幼
vvy	女方
vwa	群众基础
vwb	 
vwc	群众观点
vwd	 
vwe	 
vwf	退休干部
vwg	录像带
vwh	 
vwi	刅
vwj	即使是
vwk	群众路线
vwl	群众团体
vwm	 
vwn	群众性
vwo	 
vwp	退伍军人
vwq	退休金
vwr	群众反映
vws	录像机
vwt	如何处理
vwu	群众意见
vwv	好人好事
vww	好几个
vwx	群众组织
vwy	妗
vxa	 
vxb	 
vxc	始终能够
vxd	始终不渝地
vxe	 
vxf	 
vxg	始终一贯
vxh	 
vxi	 
vxj	始终坚持
vxk	 
vxl	 
vxm	 
vxn	始终恪守
vxo	 
vxp	 
vxq	嫌疑犯
vxr	嬵
vxs	 
vxt	始终处于
vxu	嫋
vxv	始终如一
vxw	始终保持
vxx	妣
vxy	姆
vya	建设项目
vyb	 
vyc	好高骛远
vyd	訄
vye	忍受
vyf	建设者
vyg	娮
vyh	 
vyi	刃
vyj	 
vyk	婷
vyl	嬗
vym	建设周期
vyn	忍
vyo	 
vyp	娘家
vyq	建设银行
vyr	 
vys	 
vyt	妨
vyu	嫡
vyv	娘
vyw	姣
vyx	妶
vyy	妏
waa	代劳
wab	袋子
wac	今昔对比
wad	偌
wae	借助
waf	仝
wag	仜
wah	伢
wai	供水
waj	借
wak	代号
wal	全世界
wam	代购
wan	借以
wao	供应
wap	储蓄额
waq	儆
war	伛
was	伐木
wat	侥
wau	伊斯兰
wav	 
waw	供
wax	供给
way	伐
wba	戗
wbb	仓
wbc	 
wbd	仍有
wbe	创办
wbf	创刊
wbg	仔
wbh	䢳
wbi	创汇
wbj	创
wbk	 
wbl	他国
wbm	创见
wbn	他
wbo	创业
wbp	保卫祖国
wbq	仍然
wbr	风险投资
wbs	保险柜
wbt	仍
wbu	创新
wbv	创建
wbw	他们
wbx	仔细
wby	他说
wca	公共
wcb	仅限
wcc	公允
wcd	颂
wce	俑
wcf	公款
wcg	瓮
wch	您对此
wci	凤
wcj	公里
wck	公路
wcl	公园
wcm	凤山
wcn	翁
wco	公粮
wcp	公安
wcq	公然
wcr	公斤
wcs	俊杰
wct	俟
wcu	公
wcv	 
wcw	俊
wcx	公顷
wcy	仅
wda	佐
wdb	做出
wdc	伖
wdd	做成
wde	侑
wdf	侉
wdg	估
wdh	优点
wdi	做法
wdj	俺
wdk	佑
wdl	 
wdm	八达岭
wdn	优
wdo	供不应求
wdp	颁布实施
wdq	做饭
wdr	优势
wds	倚
wdt	做
wdu	僚
wdv	做好
